row_id,ligand,base,aryl_halide,additive,yield,plate,row,col,kraken_id
reaction:1,XPhos,P2Et,1-chloro-4-(trifluoromethyl)benzene,5-phenylisoxazole,10.65781182,1,2,1,1
reaction:2,XPhos,P2Et,1-bromo-4-(trifluoromethyl)benzene,5-phenylisoxazole,14.7478961,1,2,2,1
reaction:3,XPhos,P2Et,1-iodo-4-(trifluoromethyl)benzene,5-phenylisoxazole,18.27868619,1,2,3,1
reaction:4,XPhos,P2Et,1-chloro-4-methoxybenzene,5-phenylisoxazole,2.475057616,1,2,4,1
reaction:5,XPhos,P2Et,1-bromo-4-methoxybenzene,5-phenylisoxazole,6.119058475,1,2,5,1
reaction:6,XPhos,P2Et,1-iodo-4-methoxybenzene,5-phenylisoxazole,5.449924218,1,2,6,1
reaction:7,XPhos,P2Et,1-chloro-4-ethylbenzene,5-phenylisoxazole,7.802080337,1,2,7,1
reaction:8,XPhos,P2Et,1-bromo-4-ethylbenzene,5-phenylisoxazole,14.23417841,1,2,8,1
reaction:9,XPhos,P2Et,1-ethyl-4-iodobenzene,5-phenylisoxazole,15.41389344,1,2,9,1
reaction:10,XPhos,P2Et,2-chloropyridine,5-phenylisoxazole,9.46569581,1,2,10,1
reaction:11,XPhos,P2Et,2-bromopyridine,5-phenylisoxazole,15.23875818,1,2,11,1
reaction:12,XPhos,P2Et,2-iodopyridine,5-phenylisoxazole,19.59428889,1,2,12,1
reaction:13,XPhos,P2Et,3-chloropyridine,5-phenylisoxazole,7.787908452000001,1,2,13,1
reaction:14,XPhos,P2Et,3-bromopyridine,5-phenylisoxazole,9.677591971,1,2,14,1
reaction:15,XPhos,P2Et,3-iodopyridine,5-phenylisoxazole,13.17521743,1,2,15,1
reaction:16,XPhos,BTMG,1-chloro-4-(trifluoromethyl)benzene,5-phenylisoxazole,14.01864146,1,2,17,1
reaction:17,XPhos,BTMG,1-bromo-4-(trifluoromethyl)benzene,5-phenylisoxazole,30.5912617,1,2,18,1
reaction:18,XPhos,BTMG,1-iodo-4-(trifluoromethyl)benzene,5-phenylisoxazole,38.15573638,1,2,19,1
reaction:19,XPhos,BTMG,1-chloro-4-methoxybenzene,5-phenylisoxazole,0.456472494,1,2,20,1
reaction:20,XPhos,BTMG,1-bromo-4-methoxybenzene,5-phenylisoxazole,3.867385769,1,2,21,1
reaction:21,XPhos,BTMG,1-iodo-4-methoxybenzene,5-phenylisoxazole,7.024622197,1,2,22,1
reaction:22,XPhos,BTMG,1-chloro-4-ethylbenzene,5-phenylisoxazole,2.84616447,1,2,23,1
reaction:23,XPhos,BTMG,1-bromo-4-ethylbenzene,5-phenylisoxazole,18.8690087,1,2,24,1
reaction:24,XPhos,BTMG,1-ethyl-4-iodobenzene,5-phenylisoxazole,25.0736586,1,2,25,1
reaction:25,XPhos,BTMG,2-chloropyridine,5-phenylisoxazole,21.66658644,1,2,26,1
reaction:26,XPhos,BTMG,2-bromopyridine,5-phenylisoxazole,48.48749388,1,2,27,1
reaction:27,XPhos,BTMG,2-iodopyridine,5-phenylisoxazole,58.61075678,1,2,28,1
reaction:28,XPhos,BTMG,3-chloropyridine,5-phenylisoxazole,4.169292721000001,1,2,29,1
reaction:29,XPhos,BTMG,3-bromopyridine,5-phenylisoxazole,11.38334579,1,2,30,1
reaction:30,XPhos,BTMG,3-iodopyridine,5-phenylisoxazole,24.41818234,1,2,31,1
reaction:31,XPhos,MTBD,1-chloro-4-(trifluoromethyl)benzene,5-phenylisoxazole,14.96739578,1,2,33,1
reaction:32,XPhos,MTBD,1-bromo-4-(trifluoromethyl)benzene,5-phenylisoxazole,30.28625472,1,2,34,1
reaction:33,XPhos,MTBD,1-iodo-4-(trifluoromethyl)benzene,5-phenylisoxazole,39.57783871,1,2,35,1
reaction:34,XPhos,MTBD,1-chloro-4-methoxybenzene,5-phenylisoxazole,0.339837285,1,2,36,1
reaction:35,XPhos,MTBD,1-bromo-4-methoxybenzene,5-phenylisoxazole,3.12306153,1,2,37,1
reaction:36,XPhos,MTBD,1-iodo-4-methoxybenzene,5-phenylisoxazole,5.140109821,1,2,38,1
reaction:37,XPhos,MTBD,1-chloro-4-ethylbenzene,5-phenylisoxazole,3.920306162,1,2,39,1
reaction:38,XPhos,MTBD,1-bromo-4-ethylbenzene,5-phenylisoxazole,15.39753007,1,2,40,1
reaction:39,XPhos,MTBD,1-ethyl-4-iodobenzene,5-phenylisoxazole,22.45064906,1,2,41,1
reaction:40,XPhos,MTBD,2-chloropyridine,5-phenylisoxazole,23.68617418,1,2,42,1
reaction:41,XPhos,MTBD,2-bromopyridine,5-phenylisoxazole,42.69485888,1,2,43,1
reaction:42,XPhos,MTBD,2-iodopyridine,5-phenylisoxazole,54.83360857,1,2,44,1
reaction:43,XPhos,MTBD,3-chloropyridine,5-phenylisoxazole,6.351542297000001,1,2,45,1
reaction:44,XPhos,MTBD,3-bromopyridine,5-phenylisoxazole,14.16472216,1,2,46,1
reaction:45,XPhos,MTBD,3-iodopyridine,5-phenylisoxazole,17.378304,1,2,47,1
reaction:46,XPhos,P2Et,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,3.606676847,1,3,1,1
reaction:47,XPhos,P2Et,1-bromo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,35.07866175,1,3,2,1
reaction:48,XPhos,P2Et,1-iodo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,43.31814591,1,3,3,1
reaction:49,XPhos,P2Et,1-chloro-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,0.0,1,3,4,1
reaction:50,XPhos,P2Et,1-bromo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,29.29817829,1,3,5,1
reaction:51,XPhos,P2Et,1-iodo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,37.56535564,1,3,6,1
reaction:52,XPhos,P2Et,1-chloro-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,0.960810012,1,3,7,1
reaction:53,XPhos,P2Et,1-bromo-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,59.0196812,1,3,8,1
reaction:54,XPhos,P2Et,1-ethyl-4-iodobenzene,ethyl-3-methylisoxazole-5-carboxylate,70.96873006,1,3,9,1
reaction:55,XPhos,P2Et,2-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,35.13952712,1,3,10,1
reaction:56,XPhos,P2Et,2-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,37.65445791,1,3,11,1
reaction:57,XPhos,P2Et,2-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,51.10248957,1,3,12,1
reaction:58,XPhos,P2Et,3-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,3.963450153,1,3,13,1
reaction:59,XPhos,P2Et,3-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,31.93031022,1,3,14,1
reaction:60,XPhos,P2Et,3-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,48.70823186,1,3,15,1
reaction:61,XPhos,BTMG,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,5.008760546,1,3,17,1
reaction:62,XPhos,BTMG,1-bromo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,35.08872433,1,3,18,1
reaction:63,XPhos,BTMG,1-iodo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,41.2456065,1,3,19,1
reaction:64,XPhos,BTMG,1-chloro-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,0.0,1,3,20,1
reaction:65,XPhos,BTMG,1-bromo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,13.9769471,1,3,21,1
reaction:66,XPhos,BTMG,1-iodo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,18.89524916,1,3,22,1
reaction:67,XPhos,BTMG,1-chloro-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,0.705195152,1,3,23,1
reaction:68,XPhos,BTMG,1-bromo-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,32.63234102,1,3,24,1
reaction:69,XPhos,BTMG,1-ethyl-4-iodobenzene,ethyl-3-methylisoxazole-5-carboxylate,31.81837229,1,3,25,1
reaction:70,XPhos,BTMG,2-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,30.4254394,1,3,26,1
reaction:71,XPhos,BTMG,2-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,53.63578043,1,3,27,1
reaction:72,XPhos,BTMG,2-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,59.4767437,1,3,28,1
reaction:73,XPhos,BTMG,3-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,2.014671714,1,3,29,1
reaction:74,XPhos,BTMG,3-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,26.51352578,1,3,30,1
reaction:75,XPhos,BTMG,3-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,36.85037948,1,3,31,1
reaction:76,XPhos,MTBD,1-chloro-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,4.820162197,1,3,33,1
reaction:77,XPhos,MTBD,1-bromo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,34.80628557,1,3,34,1
reaction:78,XPhos,MTBD,1-iodo-4-(trifluoromethyl)benzene,ethyl-3-methylisoxazole-5-carboxylate,46.63249784,1,3,35,1
reaction:79,XPhos,MTBD,1-chloro-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,0.0,1,3,36,1
reaction:80,XPhos,MTBD,1-bromo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,11.74218494,1,3,37,1
reaction:81,XPhos,MTBD,1-iodo-4-methoxybenzene,ethyl-3-methylisoxazole-5-carboxylate,26.65189435,1,3,38,1
reaction:82,XPhos,MTBD,1-chloro-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,0.5468298979999999,1,3,39,1
reaction:83,XPhos,MTBD,1-bromo-4-ethylbenzene,ethyl-3-methylisoxazole-5-carboxylate,35.87055638,1,3,40,1
reaction:84,XPhos,MTBD,1-ethyl-4-iodobenzene,ethyl-3-methylisoxazole-5-carboxylate,68.84449525,1,3,41,1
reaction:85,XPhos,MTBD,2-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,33.8754215,1,3,42,1
reaction:86,XPhos,MTBD,2-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,63.0697188,1,3,43,1
reaction:87,XPhos,MTBD,2-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,70.62989218,1,3,44,1
reaction:88,XPhos,MTBD,3-chloropyridine,ethyl-3-methylisoxazole-5-carboxylate,2.481415648,1,3,45,1
reaction:89,XPhos,MTBD,3-bromopyridine,ethyl-3-methylisoxazole-5-carboxylate,31.6780045,1,3,46,1
reaction:90,XPhos,MTBD,3-iodopyridine,ethyl-3-methylisoxazole-5-carboxylate,46.01420049,1,3,47,1
reaction:91,XPhos,P2Et,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,22.16644806,1,4,1,1
reaction:92,XPhos,P2Et,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,23.21156884,1,4,2,1
reaction:93,XPhos,P2Et,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,34.74876407,1,4,3,1
reaction:94,XPhos,P2Et,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,0.948128865,1,4,4,1
reaction:95,XPhos,P2Et,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,16.64966496,1,4,5,1
reaction:96,XPhos,P2Et,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,19.99982627,1,4,6,1
reaction:97,XPhos,P2Et,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate,4.9923792360000006,1,4,7,1
reaction:98,XPhos,P2Et,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate,53.99699311,1,4,8,1
reaction:99,XPhos,P2Et,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-3-carboxylate,57.37548977,1,4,9,1
reaction:100,XPhos,P2Et,2-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate,22.61165831,1,4,10,1
reaction:101,XPhos,P2Et,2-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate,28.75149591,1,4,11,1
reaction:102,XPhos,P2Et,2-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate,26.98890626,1,4,12,1
reaction:103,XPhos,P2Et,3-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate,20.85782482,1,4,13,1
reaction:104,XPhos,P2Et,3-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate,20.73475671,1,4,14,1
reaction:105,XPhos,P2Et,3-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate,30.87112941,1,4,15,1
reaction:106,XPhos,BTMG,1-chloro-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,20.36096013,1,4,17,1
reaction:107,XPhos,BTMG,1-bromo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,38.91690391,1,4,18,1
reaction:108,XPhos,BTMG,1-iodo-4-(trifluoromethyl)benzene,ethyl-5-methylisoxazole-3-carboxylate,41.70005044,1,4,19,1
reaction:109,XPhos,BTMG,1-chloro-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,0.940121626,1,4,20,1
reaction:110,XPhos,BTMG,1-bromo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,14.90450687,1,4,21,1
reaction:111,XPhos,BTMG,1-iodo-4-methoxybenzene,ethyl-5-methylisoxazole-3-carboxylate,19.596159,1,4,22,1
reaction:112,XPhos,BTMG,1-chloro-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate,4.179760101,1,4,23,1
reaction:113,XPhos,BTMG,1-bromo-4-ethylbenzene,ethyl-5-methylisoxazole-3-carboxylate,39.00815943,1,4,24,1
reaction:114,XPhos,BTMG,1-ethyl-4-iodobenzene,ethyl-5-methylisoxazole-3-carboxylate,37.1696242,1,4,25,1
reaction:115,XPhos,BTMG,2-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate,31.61725517,1,4,26,1
reaction:116,XPhos,BTMG,2-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate,51.21654271,1,4,27,1
reaction:117,XPhos,BTMG,2-iodopyridine,ethyl-5-methylisoxazole-3-carboxylate,57.55128922,1,4,28,1
reaction:118,XPhos,BTMG,3-chloropyridine,ethyl-5-methylisoxazole-3-carboxylate,16.17382734,1,4,29,1
reaction:119,XPhos,BTMG,3-bromopyridine,ethyl-5-methylisoxazole-3-carboxylate,26.58751317,1,4,30,1
