restart,step,negative_mll_per_point,lengthscale_mean,noise_variance_standardized
0,1,0.8388933243317915,1.0000000000000007,9.999999974752433e-07
0,2,0.8298435235641727,1.0099397161398294,9.999999974752433e-07
0,3,0.82075437992532,1.0199802898324957,9.999999974752433e-07
0,4,0.8116309563817171,1.030123326201802,9.999999974752433e-07
0,5,0.8024790993464768,1.040370275337098,9.999999974752433e-07
0,6,0.7933054950955201,1.0507223983177483,9.999999974752433e-07
0,7,0.7841177285905935,1.0611807298547813,9.999999974752433e-07
0,8,0.7749243443023263,1.0717460371634757,9.999999974752433e-07
0,9,0.765734908485309,1.082418774621163,9.999999974752433e-07
0,10,0.7565600721850061,1.093199033698531,9.999999974752433e-07
0,11,0.7474116340463429,1.1040864875803413,9.999999974752433e-07
0,12,0.738302601737916,1.1150803298130725,9.999999974752433e-07
0,13,0.7292472504953995,1.1261792062335838,9.999999974752433e-07
0,14,0.7202611769125192,1.1373811393460744,9.999999974752433e-07
0,15,0.7113613456576751,1.1486834442272453,9.999999974752433e-07
0,16,0.702566126257534,1.1600826349559545,9.999999974752433e-07
0,17,0.6938953164556537,1.1715743204902795,9.999999974752433e-07
0,18,0.6853701479152433,1.1831530888612538,9.999999974752433e-07
0,19,0.6770132691859186,1.194812378532153,9.999999974752433e-07
0,20,0.6688486998962289,1.2065443358039396,9.999999974752433e-07
0,21,0.6609017490796849,1.2183396572573901,9.999999974752433e-07
0,22,0.6531988894217416,1.2301874164455362,9.999999974752433e-07
0,23,0.6457675780840983,1.2420748744328443,9.999999974752433e-07
0,24,0.6386360137117526,1.2539872743800577,9.999999974752433e-07
0,25,0.6318328183995481,1.2659076212714617,9.999999974752433e-07
0,26,0.6253866329950382,1.2778164491664048,9.999999974752433e-07
0,27,0.619325614434853,1.2896915801356221,9.999999974752433e-07
0,28,0.6136768252406134,1.3015078814299876,9.999999974752433e-07
0,29,0.6084655083327102,1.3132370305338206,9.999999974752433e-07
0,30,0.6037142455446963,1.324847301655584,9.999999974752433e-07
0,31,0.5994420062769846,1.3363033919131972,9.999999974752433e-07
0,32,0.5956631042096439,1.3475663108562188,9.999999974752433e-07
0,33,0.5923860952746582,1.3585933626996223,9.999999974752433e-07
0,34,0.5896126690608978,1.3693382560890972,9.999999974752433e-07
0,35,0.5873366075465827,1.37975138035503,9.999999974752433e-07
0,36,0.5855429073499275,1.3897802885973305,9.999999974752433e-07
0,37,0.5842071808322973,1.3993704247773056,9.999999974752433e-07
0,38,0.5832954620577695,1.4084661223689912,9.999999974752433e-07
0,39,0.5827645393946641,1.4170118845059534,9.999999974752433e-07
0,40,0.5825629112237769,1.4249539294881672,9.999999974752433e-07
0,41,0.5826324108964644,1.4322419523783332,9.999999974752433e-07
0,42,0.5829104727379082,1.4388310170265182,9.999999974752433e-07
0,43,0.5833329204438789,1.4446834593842595,9.999999974752433e-07
0,44,0.5838370678765735,1.4497706599251594,9.999999974752433e-07
0,45,0.5843648500364977,1.4540745373030486,9.999999974752433e-07
0,46,0.5848656684160174,1.4575886310147954,9.999999974752433e-07
0,47,0.5852986525654439,1.4603186769730103,9.999999974752433e-07
0,48,0.5856341089366643,1.4622826305958316,9.999999974752433e-07
0,49,0.5858540360301291,1.4635101477459347,9.999999974752433e-07
